OBJECTID,uuid,City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor,Estimated_Installation_Efficiency,Unit_installation_price,Date_added,aoi,Roof_quality,solar_panels,Comment
1583,9e9b6b69-17a8-4b64-84e2-5ae8c3d28927,SouthAfrica,182.12,97.94,19.02,25992.1,Single-family residential,23.81,2.85,1366.63,142.72,,,Middelburg,,,
1584,75f760b5-968a-4e2e-ab6f-d05704c7afd1,SouthAfrica,16.19,6.15,1.19,2067.4,Single-family residential,24.65,2.73,1732,127.73,,,Middelburg,,,
1585,d07f2f8c-b639-4498-b336-c40ba9339cc0,SouthAfrica,22.56,9.69,1.88,2777.58,Single-family residential,18.51,3.69,1479.11,123.11,,,Middelburg,,,
1586,173340d5-2cdc-4731-8cb0-084b32b3087a,SouthAfrica,26.75,10.36,2.01,3079.13,Single-family residential,23.65,3.23,1532.1,115.11,,,Middelburg,,,
1587,6bb0a8f6-3d3d-4570-b13a-5d5b22c1bab3,SouthAfrica,92.65,47.37,9.19,12295.86,Single-family residential,20.06,,1338.05,132.72,,,Middelburg,,,
1588,177bab23-277b-4187-9def-576b8c77c6b7,SouthAfrica,23.53,10.66,2.07,2774.3,Single-family residential,22.44,,1341.25,117.9,,,Middelburg,,,
1589,b4ce9ec2-29b7-49dd-8ee4-b6028f157e5c,SouthAfrica,63.87,35.56,6.9,9461.34,Single-family residential,20.84,2.36,1371.47,148.13,,,Middelburg,,,
1590,b5493159-f7ae-4cc5-b012-a6315abd747e,SouthAfrica,35.37,11.33,2.2,3293.44,Single-family residential,23.33,,1497.9,93.12,,,Middelburg,,,
1591,29b3b4b8-c539-4c61-ba16-538be62c6c86,SouthAfrica,25.01,11.9,2.31,3172.7,Single-family residential,20.42,,1374,126.83,,,Middelburg,,,
1592,01ce2c68-7929-4ee3-a684-863342443ed0,SouthAfrica,54.75,23.56,4.57,6983.51,Single-family residential,24.96,2.93,1527.66,127.55,,,Middelburg,,,
1593,7623a7b2-6c1a-4622-b8ab-d615fbeb85d9,SouthAfrica,28.25,13.97,2.71,4142.92,Single-family residential,20.68,,1528.46,146.65,,,Middelburg,,,
1594,a883f92c-cc1e-4b4b-bdf1-391140c19fb2,SouthAfrica,55.75,22.89,4.44,6325.03,Single-family residential,23.9,3.01,1424.37,113.45,,,Middelburg,,,
1595,37897fd7-f858-4b54-89af-6a001d67fd02,SouthAfrica,53.6,16.43,3.18,4502.29,Single-family residential,29.09,2.7,1413.83,84,,,Middelburg,,,
1596,f20c2489-ddc8-4cce-9067-e0401fd43828,SouthAfrica,10.01,0,0,0,Public,16.93,,,0,,,Middelburg,,,
1597,4fd9ccf5-f2a9-4efb-84b9-034e4eea4c5c,SouthAfrica,15.68,5.79,1.12,1964.78,Single-family residential,22.85,,1748,125.28,,,Middelburg,,,
1598,093be638-1778-404d-b17c-a822ec137639,SouthAfrica,26.88,10.45,2.03,3473.57,Single-family residential,21.83,2.28,1713.8,129.25,,,Middelburg,,,
1599,686ddcbe-3823-4d37-b9a2-52d7c783d74b,SouthAfrica,15.05,6.19,1.2,1514.75,Single-family residential,24.11,2.41,1261.28,100.63,,,Middelburg,,,
1600,ea86fd8e-e7ea-4431-859d-8f4bbbafe2b4,SouthAfrica,84.24,47.06,9.13,11852.24,Single-family residential,21.64,,1298.29,140.7,,,Middelburg,,,
1601,7b2cadd0-b57f-41df-8f11-5660042f2a78,SouthAfrica,19.65,7.6,1.47,2368.65,Single-family residential,29.51,,1607.11,120.53,,,Middelburg,,,
1602,d8577928-b4b4-4b8d-a96a-42ce8ad9ad22,SouthAfrica,28.28,13.53,2.62,4208.54,Single-family residential,21.79,,1603.83,148.81,,,Middelburg,,,
1603,b249fc92-cfd6-4cbe-a8b1-9de71303fdbb,SouthAfrica,9.22,3.11,0.6,987.89,Single-family residential,18.6,,1638.67,107.12,,,Middelburg,,,
1604,2e8fbe29-5586-4d73-9e59-60f3d6823cc4,SouthAfrica,44.06,14.19,2.75,4293.35,Single-family residential,17.83,2.72,1559.72,97.44,,,Middelburg,,,
1605,ff992662-30a5-45a3-a877-311a214eae0e,SouthAfrica,10.45,3.7,0.72,923.41,Single-family residential,22.25,,1286.94,88.38,,,Middelburg,,,
1606,922539cd-7acc-4934-a6f1-43cc9449c6da,SouthAfrica,208.81,122.57,23.78,36905.79,Single-family residential,27.43,4.23,1552.1,176.74,,,Middelburg,,,
1607,6d083760-451b-4246-92d1-8b37c7d5a0cc,SouthAfrica,9.75,3.38,0.65,1142.25,Single-family residential,30.94,,1744,117.21,,,Middelburg,,,
1608,a760f31d-1d5f-41d2-ac32-9d0b60f89e64,SouthAfrica,17.28,7.13,1.38,2256.44,Single-family residential,15.91,,1632,130.59,,,Middelburg,,,
1609,6e6603df-1aa7-4bbb-8866-e315d50705fe,SouthAfrica,35.45,17.66,3.43,4459.47,Single-family residential,22.7,2.4,1301.5,125.79,,,Middelburg,,,
1610,15c3b53a-eb17-4252-8c56-62d174e19642,SouthAfrica,11.38,4.18,0.81,1405.91,Single-family residential,28.8,3.64,1733,123.6,,,Middelburg,,,
1611,5f4ae3c6-6cd7-47e0-ae3e-9c42d9e31160,SouthAfrica,63.21,35.46,6.88,10630.33,Single-family residential,28.49,,1545.25,168.16,,,Middelburg,,,
1612,bd50d3c8-cc51-49d2-b8aa-383284d87ab8,SouthAfrica,175.2,99.14,19.23,23156.11,Single-family residential,27.82,3.94,1204,132.17,,,Middelburg,,,
1613,d3a21060-59f5-43bf-a102-dc5e5fdcdbfe,SouthAfrica,36.37,18.87,3.66,5063.19,Single-family residential,20.89,2.21,1382.93,139.2,,,Middelburg,,,
1614,0d16ecec-7459-4bcf-a2ee-b3e18c10555f,SouthAfrica,89.45,49.56,9.61,13318.42,Industrial,19.98,,1385.33,148.89,,,Middelburg,,,
1615,38fbeda4-e233-48c0-8935-955b128d6bc2,SouthAfrica,302.78,199.46,38.66,55856.01,Hotels,24.82,3.75,1444.92,184.48,,,Middelburg,,,
1616,2d75a815-9ff7-4477-9558-b85d3e697208,SouthAfrica,150.93,90.97,17.63,26870.79,Industrial,24.06,,1524.13,178.04,,,Middelburg,,,
1617,d1809474-4220-4c07-865e-bcbe09b49df9,SouthAfrica,82.38,45.34,8.8,14785.34,Industrial,18.65,,1680.8,179.49,,,Middelburg,,,
1618,fc4d37eb-fe4c-416a-9611-d5ec2cd51f86,SouthAfrica,54.5,30.2,5.86,8766.12,Single-family residential,20.18,,1496.09,160.85,,,Middelburg,,,
1619,660cf9cb-1ae8-478d-8a11-77606e433acc,SouthAfrica,90.34,46.11,8.95,10931.89,Industrial,20.97,2.19,1222,121.01,,,Middelburg,,,
1620,e600e076-e162-4cfa-be5c-b1058c10ce42,SouthAfrica,76.31,39.51,7.67,10200.93,Public,22.76,,1330.73,133.68,,,Middelburg,,,
1621,0b2f954b-37ad-4d7d-abc2-0cf7676fd86b,SouthAfrica,223.42,132.98,25.8,34664.12,Public,21.17,4.14,1343.65,155.15,,,Middelburg,,,
1622,2ff07f66-244f-43eb-87ef-6ac44843c596,SouthAfrica,172.75,105.82,20.53,30297.23,Single-family residential,20.48,3.9,1475.88,175.39,,,Middelburg,,,
1623,2830623c-cf27-4869-88a1-005475f78fb7,SouthAfrica,18.3,4.32,0.84,1342.49,Public,17.39,2.77,1600.75,73.37,,,Middelburg,,,
1624,647d9792-7f68-4374-88c9-55cc95f51394,SouthAfrica,43.6,20.2,3.92,6678.63,Single-family residential,23.55,2.95,1704.07,153.19,,,Middelburg,,,
1625,a579d765-9b55-4942-b036-98a8af987888,SouthAfrica,146.66,88.83,17.23,29571.17,Industrial,18.66,,1716,201.63,,,Middelburg,,,
1626,1930a87c-720c-4b81-84a6-79faddc456aa,SouthAfrica,146.2,88.93,17.25,30193.35,Industrial,22.81,,1750,206.52,,,Middelburg,,,
1627,52630845-0fa6-49be-8a9c-1735cccb03d3,SouthAfrica,80.11,33.2,6.44,9619.36,Industrial,23.4,,1493.68,120.08,,,Middelburg,,,
1628,783d147d-4208-4348-aa46-2a962156d6aa,SouthAfrica,7.3,2.17,0.42,744.53,Industrial,0,,1766,101.94,,,Middelburg,,,
1629,69a8a562-198d-4835-9d5f-14c8097116b4,SouthAfrica,8.51,0,0,0,Industrial,17.21,,,0,,,Middelburg,,,
1630,9423d882-79a6-4184-8101-311419716562,SouthAfrica,31.53,14.61,2.83,4469.79,Single-family residential,18.82,,1576.71,141.76,,,Middelburg,,,
1631,059d6148-b61f-4577-a63c-a9e016e3603b,SouthAfrica,32.93,16.86,3.27,4733.95,Single-family residential,21.24,2.28,1446.9,143.74,,,Middelburg,,,
1632,9de90984-b27e-40a9-b2bb-2d1fda42c3c2,SouthAfrica,398.02,281.52,54.61,80358.85,Industrial,22.47,3.72,1471.39,201.89,,,Middelburg,,,
1633,01ee1463-66f3-41b8-a401-80b6e4eb310f,SouthAfrica,104.5,62.22,12.06,18603.1,Hotels,20.91,2.31,1542.72,178.02,,,Middelburg,,,
1634,8526e8d0-8116-4548-8c34-02ee439cf36f,SouthAfrica,55.83,30.02,5.82,7328.11,Industrial,23.66,,1259.41,131.26,,,Middelburg,,,
1635,68c465a9-1dae-436c-a7e1-2a6378b763a9,SouthAfrica,44.09,23.84,4.62,8062.21,Single-family residential,24.17,3.19,1743.52,182.85,,,Middelburg,,,
1636,17012903-c6fd-42d5-8415-b98233309d1e,SouthAfrica,31.63,14.46,2.81,4579.73,Industrial,16.85,,1632,144.81,,,Middelburg,,,
1637,ca23f956-859d-41b1-a4f9-20a43d79eed3,SouthAfrica,79.97,39.43,7.65,10041.5,Single-family residential,22.61,2.53,1312.62,125.57,,,Middelburg,,,
1638,7a70ebc6-822d-4ec3-9b58-c1b88ab5950d,SouthAfrica,9.89,2.53,0.49,597.63,Single-family residential,20.76,,1216.01,60.4,,,Middelburg,,,
1639,523bad61-1029-469b-9753-69e9f2e32dd5,SouthAfrica,12,4.48,0.87,1193.96,Single-family residential,20.27,,1373,99.5,,,Middelburg,,,
1640,8209a7a9-527d-4d28-9e08-2250628a5dd6,SouthAfrica,106.55,59.8,11.6,16403.55,Hotels,21.09,,1414,153.95,,,Middelburg,,,
1641,eb16eace-cefe-4287-80e9-bfe80433f3ed,SouthAfrica,138.38,86.26,16.73,25954.89,Single-family residential,23.67,4.03,1551.02,187.57,,,Middelburg,,,
1642,d03e2a72-b304-43b5-9982-caea2dba6ec3,SouthAfrica,97.5,52.76,10.25,15545.67,Single-family residential,19.19,4.05,1517.25,159.44,,,Middelburg,,,
1643,b6e70419-209d-4ae1-a6ef-d5b5b3eb2784,SouthAfrica,36.38,17.87,3.47,6044.08,Single-family residential,29.18,2.98,1743.05,166.16,,,Middelburg,,,
1644,ba8b0e9c-c3b1-4b52-b9b9-39e0d35ab834,SouthAfrica,223.31,95.24,18.5,26823.97,Single-family residential,27.11,3.67,1450.32,120.12,,,Middelburg,,,
1645,707b637b-7ed7-4de1-9c41-acbdb71fb7c4,SouthAfrica,26.35,12.34,2.39,3143.69,Single-family residential,24.9,2.78,1312.67,119.29,,,Middelburg,,,
1646,d912b2c9-9b3c-4542-8141-0c8a22d2aa64,SouthAfrica,237.24,140.51,27.29,38545.59,Single-family residential,20.94,3.23,1412.62,162.48,,,Middelburg,,,
1647,d261aa9b-4c9e-4e80-9f98-267ac9515f96,SouthAfrica,43.08,21.85,4.24,6698.21,Single-family residential,28.84,,1580,155.49,,,Middelburg,,,
1648,bf53495e-9717-46fa-b775-409bf2cfc785,SouthAfrica,10.83,0,0,0,Single-family residential,33.04,,,0,,,Middelburg,,,
1649,768d1cc6-a621-4cda-bc26-458d71d4679c,SouthAfrica,17.56,7.64,1.48,2533.15,Industrial,22.02,2.37,1708.29,144.27,,,Middelburg,,,
1650,7e8ffb19-c86b-4c69-ad26-4c34dcb70297,SouthAfrica,268.57,147.96,28.7,42013.77,Single-family residential,27.35,4.2,1463.7,156.43,,,Middelburg,,,
1651,d2ca77eb-c50e-4fd2-8456-2c51d63c1886,SouthAfrica,725.45,504.66,97.9,174563.86,Commercial,26.65,5.03,1783,240.63,,,Middelburg,,,
1652,9119dcec-7d0b-43ec-9c91-6a4d4f9cb28d,SouthAfrica,158.75,77.65,15.06,21679.66,Single-family residential,28.62,2.99,1439.25,136.56,,,Middelburg,,,
1653,86690919-6527-44f4-aef1-d144fc1653ec,SouthAfrica,18.7,1.74,0.34,413.53,Industrial,25.12,,1222,22.12,,,Middelburg,,,
1654,dbcb9098-574a-4b05-b2ab-61bea1797bb0,SouthAfrica,43.03,22.26,4.32,6720.47,Single-family residential,24.39,2.27,1556.28,156.18,,,Middelburg,,,
1655,a1ce5197-c8bc-4ee6-a7a7-d0da83089b41,SouthAfrica,59.65,28.83,5.59,7329.43,Single-family residential,20.8,,1310.47,122.87,,,Middelburg,,,
1656,d5c2c607-e3c2-4d89-a232-14e2e5af10e2,SouthAfrica,33.18,16.14,3.13,4795.88,Single-family residential,18.95,2.3,1531.4,144.53,,,Middelburg,,,
1657,b1111f2a-0656-4d9f-9976-7e9edca5fccd,SouthAfrica,261.16,136.04,26.39,41943.97,Single-family residential,21.63,3.77,1589.24,160.6,,,Middelburg,,,
1658,e0ae5feb-6004-4447-95c2-f202a944d13a,SouthAfrica,66.44,37.11,7.2,11392.46,Single-family residential,19.46,2.9,1582.27,171.47,,,Middelburg,,,
1659,47060c28-94b6-42a0-a9fc-b961a201c6ef,SouthAfrica,93.15,55.86,10.84,13047.94,Industrial,22.64,3.42,1204,140.08,,,Middelburg,,,
1660,875958b0-0903-4304-bb63-d4a0dd0d3c33,SouthAfrica,29,7.43,1.44,2305.16,Single-family residential,18.35,3.02,1599.79,79.49,,,Middelburg,,,
1661,d2850535-fa07-42b1-b96e-3be3a0a7dd0b,SouthAfrica,15.68,4.44,0.86,1505.85,Industrial,24.86,,1750,96.04,,,Middelburg,,,
1662,03a39415-ba3a-439c-8468-78a5fbc6f621,SouthAfrica,13.81,4.71,0.91,1329.66,Industrial,15.73,,1456.4,96.27,,,Middelburg,,,
1663,48cb7119-3223-4a75-86f7-746961346b72,SouthAfrica,20.93,9.55,1.85,3154.44,Single-family residential,24.6,,1703.25,150.72,,,Middelburg,,,
1664,132cab22-2494-4572-bebb-0ec7659ded75,SouthAfrica,14.99,5.41,1.05,1764.05,Industrial,20.47,,1682,117.67,,,Middelburg,,,
1665,40a0f127-e006-4fee-aab3-e6a3d388cd87,SouthAfrica,14.25,5.61,1.09,1617.53,Industrial,19.27,,1485,113.51,,,Middelburg,,,
1666,4b562fa5-3df9-4718-9da7-c64a4b03eb1b,SouthAfrica,267.28,181.83,35.24,53997.39,Industrial,22.95,5.97,1532.26,202.03,,,Middelburg,,,
1667,f82cf49e-5b96-4d47-8b90-c455392a884e,SouthAfrica,15.96,0,0,0,Single-family residential,20.92,3.63,,0,,,Middelburg,,,
1668,460aa447-9767-45fe-868d-e303089ab86b,SouthAfrica,15.72,6.58,1.28,2183.17,Industrial,24.91,,1709.2,138.88,,,Middelburg,,,
1669,653d6eb1-0368-492b-8f2f-eb192e862f79,SouthAfrica,12.47,4.33,0.84,1440.68,Industrial,16.2,,1716,115.54,,,Middelburg,,,
1670,56be7d00-9a1a-414f-9b98-45304e26e2e7,SouthAfrica,22.71,6.55,1.27,1553.86,Single-family residential,24.45,2.69,1222,68.42,,,Middelburg,,,
1671,b88cd19c-f506-4f60-bf36-f0e6d081c2dc,SouthAfrica,39.89,20.46,3.97,6435.3,Industrial,23.78,2.37,1621,161.34,,,Middelburg,,,
1672,7823fe16-30cc-4a37-9e83-03714e5062a4,SouthAfrica,59.66,30.43,5.9,8257.04,Industrial,22.05,2.59,1398.68,138.39,,,Middelburg,,,
1673,c3e5d9d3-93a1-4eea-9609-7c4709c5eaaa,SouthAfrica,9.33,3.17,0.61,1002.17,Industrial,16.69,,1632,107.4,,,Middelburg,,,
1674,edf74394-c8b0-4c64-9e67-aae7f7503ab7,SouthAfrica,42.38,22.03,4.27,5506.69,Industrial,24.96,2.66,1288.2,129.95,,,Middelburg,,,
1675,3d601ead-5e15-40d5-9bbc-9346c77b9359,SouthAfrica,15.17,5.9,1.15,1619.67,Single-family residential,24.37,,1414,106.74,,,Middelburg,,,
1676,2b640a4a-38eb-45cd-b6f9-7a1ac66d0fdd,SouthAfrica,162.97,102,19.79,34293.52,Industrial,21.46,4.71,1733,210.43,,,Middelburg,,,
1677,6e91def0-f0f0-4928-be07-d8a07f5791e7,SouthAfrica,19.01,6.31,1.22,1536.76,Single-family residential,29.84,,1255.25,80.82,,,Middelburg,,,
1678,37ba4f7c-9eba-4339-ae8a-52d2b00aa801,SouthAfrica,41.49,20.59,4,5942.1,Industrial,29.38,,1486.29,143.23,,,Middelburg,,,
1679,56bf8817-7963-420a-aa96-e159c9395262,SouthAfrica,14.25,2.49,0.48,627.92,Single-family residential,29.69,,1298.8,44.07,,,Middelburg,,,
1680,532da34f-354c-487c-a58a-949be254c41b,SouthAfrica,17.75,6.89,1.34,2125.39,Single-family residential,21.21,,1587.8,119.74,,,Middelburg,,,
1681,aaf4a684-9cf4-4a4f-8e3a-a063e47809a0,SouthAfrica,15.85,6.52,1.26,1983.09,Single-family residential,22.95,,1568.18,125.11,,,Middelburg,,,
1682,5d4edc2f-8ac5-4d90-ac73-3140da4c93b0,SouthAfrica,26.07,11.42,2.21,3875.44,Single-family residential,20.73,,1750,148.63,,,Middelburg,,,
1683,0c7d194e-3edd-4bb8-ae14-1841c35297d5,SouthAfrica,29.47,14.43,2.8,3814.29,Single-family residential,24.33,,1361.09,129.44,,,Middelburg,,,
1684,87dd889d-0452-4628-b302-4ec38047a833,SouthAfrica,173.13,109.67,21.28,29956.6,Single-family residential,28.65,3.85,1407.99,173.03,,,Middelburg,,,
1685,6a94640e-04ab-4b61-8170-86e15bae2e75,SouthAfrica,109.34,36.04,6.99,11021.96,Industrial,19,,1576.43,100.81,,,Middelburg,,,
1686,60e5f122-e2d7-4cfc-beb1-9c63ad214e42,SouthAfrica,130.57,51.08,9.91,15972.69,Industrial,17.44,,1611.92,122.33,,,Middelburg,,,
1687,651da928-37cd-4968-b5b0-e908bfb15870,SouthAfrica,160.37,58.6,11.37,18388.92,Industrial,23.57,,1617.45,114.67,,,Middelburg,,,
1688,4d63edb4-0f8d-4d58-814b-a6d6bfb0c5a7,SouthAfrica,181.01,76.35,14.81,19314.07,Single-family residential,29.73,3.37,1303.92,106.7,,,Middelburg,,,
1689,ed3e8599-4574-40a8-9f26-641ec0838cb1,SouthAfrica,60.56,26.32,5.1,7359.13,Single-family residential,24.38,3.31,1442.7,121.52,,,Middelburg,,,
1690,0ea80ed8-2c2c-402e-81a2-6de8b8bd6f45,SouthAfrica,1415.91,1035.02,200.39,357298.6,Commercial,21.17,3.02,1783,252.35,,,Middelburg,,,
1691,355829f9-a353-4bad-930d-6d91b34d02f2,SouthAfrica,208.65,97.76,18.97,28367.97,Single-family residential,20.12,3.56,1495.76,135.96,,,Middelburg,,,
1692,ff005dae-41e8-43d3-9550-06dbdb4a9c9c,SouthAfrica,893.74,579.55,112.43,200467.02,Commercial,27.67,3.53,1783,224.3,,,Middelburg,,,
1693,507aa87a-14c1-4a4e-94af-6c40fd7de670,SouthAfrica,13.88,5.51,1.07,1834.2,Single-family residential,19.85,,1716,132.19,,,Middelburg,,,
1694,19cad88f-7526-43bd-8aa9-b98089ec0abf,SouthAfrica,6.71,1.78,0.35,590.26,Single-family residential,17.74,,1708.66,87.9,,,Middelburg,,,
1695,dcbc06dd-fb39-4027-a0eb-7d3540de2201,SouthAfrica,202.18,95.12,18.45,27950.28,Single-family residential,22.35,3.96,1514.63,138.24,,,Middelburg,,,
1696,6cbdcb04-d7b1-4f81-9a4a-933b8345f767,SouthAfrica,162.62,96.32,18.67,28004.18,Single-family residential,26.65,3.91,1500.19,172.21,,,Middelburg,,,
1697,38a02828-3c0a-410c-af08-27e5795ec05f,SouthAfrica,127.63,63.72,12.36,16971.63,Single-family residential,26.55,4.02,1373,132.98,,,Middelburg,,,
1698,65f5a62d-fc46-46aa-bdc4-07a79bf100c7,SouthAfrica,84.67,45.86,8.9,11554.67,Single-family residential,23.26,2.67,1298.64,136.47,,,Middelburg,,,
1699,d19a222b-9ee8-4813-a4eb-ed24f6fa3015,SouthAfrica,495.57,341.93,66.34,101505.84,Single-family residential,22.57,3.75,1530.2,204.83,,,Middelburg,,,
1700,f45a130e-0ac3-428e-8df6-1e62c6e3ee5a,SouthAfrica,133.5,62.54,12.13,16121.57,Single-family residential,24.36,3.83,1328.69,120.76,,,Middelburg,,,
1701,5c13b6f7-ec32-4064-84fc-c8f5aa342e77,SouthAfrica,36.35,18.96,3.68,5425.7,Industrial,18.29,,1475,149.28,,,Middelburg,,,
1702,7a8b727a-8e2c-4ac1-9fdc-db922b159a42,SouthAfrica,36.41,17.41,3.38,5343.88,Single-family residential,24.57,2.29,1581.97,146.75,,,Middelburg,,,
1703,668509f3-21cf-4623-91dd-57b939295db1,SouthAfrica,39.38,17.95,3.48,4818.26,Single-family residential,16.25,,1383.66,122.34,,,Middelburg,,,
1704,21642643-09de-400f-805d-33bdffc35e55,SouthAfrica,85.59,44.91,8.71,13991.11,Industrial,17.44,,1606,163.46,,,Middelburg,,,
1705,972f26aa-e37f-45d1-80ae-05cf54aa3176,SouthAfrica,240.78,146.78,28.48,44002.45,Single-family residential,23.58,3.37,1545.25,182.75,,,Middelburg,,,
1706,50d648e1-0dc2-45f7-8a0f-ce7e43bcf209,SouthAfrica,291.73,196.93,38.24,56624.73,Single-family residential,21.63,3.11,1480.7,194.1,,,Middelburg,,,
1707,90adddfb-6e5c-45a5-9b2f-25ce47abd6e2,SouthAfrica,437.18,317.67,61.63,92892.41,Public health facilities,27.78,4.4,1507.29,212.48,,,Middelburg,,,
1708,02475fdc-df0d-4611-9409-7a98b7eb18cb,SouthAfrica,908.65,667.94,129.58,182156.03,Single-family residential,28.2,3.59,1405.74,200.47,,,Middelburg,,,
1709,d9008481-207d-4583-bc7a-66dde585c40b,SouthAfrica,206.48,134.88,26.17,33560.71,Single-family residential,21.45,3.13,1282.59,162.54,,,Middelburg,,,
1710,1cb83666-f3a1-4693-9b76-0e7ccd15d673,SouthAfrica,19.5,8.14,1.58,2341.39,Single-family residential,18.42,,1483.32,120.07,,,Middelburg,,,
1711,219ac86a-ee3c-4f75-9999-03457a3a5d47,SouthAfrica,167.07,81.33,15.78,23139.74,Single-family residential,28.37,3.46,1466.5,138.5,,,Middelburg,,,
1712,5c3c2a28-8cc3-4779-b33d-87c16c49fe55,SouthAfrica,14.63,5.82,1.13,1975.57,Commercial,22.73,2.85,1750,135.08,,,Middelburg,,,
1713,f38517b2-44ed-431b-aba3-48357ec60352,SouthAfrica,22.75,9.35,1.82,3169.79,Commercial,25.3,2.91,1746.08,139.33,,,Middelburg,,,
1714,94c820b1-c31c-4f2a-8898-0d8fef636a55,SouthAfrica,166.24,102.38,19.86,24269.9,Single-family residential,22.72,3.32,1222,145.99,,,Middelburg,,,
1715,8def1e5a-0ce6-43f7-97b5-56937dd5fae3,SouthAfrica,363.68,239.37,46.44,69225.55,Commercial,21.45,4.91,1490.73,190.35,,,Middelburg,,,
1716,d5ca4533-c304-42d2-ac81-c40612dfa71c,SouthAfrica,19.61,8.45,1.64,2492.56,Single-family residential,16.09,,1520,127.12,,,Middelburg,,,
1717,64273248-cb00-4942-9057-ccc0c316225c,SouthAfrica,357.5,261.07,50.7,71658.1,Single-family residential,23.11,3.88,1413.42,200.44,,,Middelburg,,,
1718,50a77702-9617-4455-9381-ac92d2e8abcf,SouthAfrica,41.63,6.84,1.33,1917.7,Single-family residential,23.88,2.63,1444.3,46.07,,,Middelburg,,,
1719,9a25494d-691a-4d8a-95ad-ec61b4b98392,SouthAfrica,161.85,95.14,18.48,27625.05,Commercial,25.17,,1495.2,170.68,,,Middelburg,,,
1720,a6d0a2f9-4e55-4772-aecb-585498ba238b,SouthAfrica,406.53,284.05,55.05,80158.31,Commercial,24.26,3.95,1456.07,197.18,,,Middelburg,,,
1721,5ba39df9-3839-4f1d-aa3f-1ef9dacee6f6,SouthAfrica,453.18,313.43,60.8,87252.13,Single-family residential,27.5,3.8,1434.96,192.53,,,Middelburg,,,
1722,4b93b9d8-8d2a-4c45-8501-7b8722d9cec1,SouthAfrica,129.63,79.6,15.43,20668.7,Single-family residential,22.71,2.63,1339.81,159.45,,,Middelburg,,,
1723,cfac81e5-97b7-48f0-9ee9-bd0284eae3e7,SouthAfrica,28.27,11.88,2.3,3417.8,Single-family residential,25.98,3.97,1483.2,120.91,,,Middelburg,,,
1724,6a53c297-ab3f-4123-b535-e0bf44b6c94b,SouthAfrica,19.56,8.39,1.63,1972.97,Single-family residential,29.95,,1211.99,100.86,,,Middelburg,,,
1725,0dd67146-eb2c-437f-9c0c-97fde47a1e18,SouthAfrica,14.16,5.67,1.1,1649.57,Single-family residential,23.62,,1498.54,116.47,,,Middelburg,,,
1726,279f97f7-66ab-4add-a803-7604859d7fbe,SouthAfrica,23.63,11.26,2.19,3528.53,Single-family residential,20.74,2.17,1614.8,149.36,,,Middelburg,,,
1727,ff8dea04-65ad-4cba-8bf0-e417996a557f,SouthAfrica,22.25,10.27,1.99,3473.59,Single-family residential,30.79,,1743,156.12,,,Middelburg,,,
1728,1311c979-f9be-43cb-a3a9-754482af0dc6,SouthAfrica,315.25,222.4,43.15,64368.16,Single-family residential,28.26,4.04,1491.88,204.18,,,Middelburg,,,
1729,d3b55659-f2d4-4cd6-ab61-130e9eb6d319,SouthAfrica,94.04,51.89,10.07,15381.23,Single-family residential,19.08,2.72,1527.9,163.56,,,Middelburg,,,
1730,e0ff989a-b18d-4cb1-b25d-6f98a639b347,SouthAfrica,111.33,49.66,9.63,13228.33,Single-family residential,21.23,3.39,1373,118.82,,,Middelburg,,,
1731,95829673-77e7-4afe-b51e-c06f47f546b4,SouthAfrica,82.88,41.62,8.07,11555.52,Single-family residential,23.58,3.44,1431.2,139.43,,,Middelburg,,,
1732,09440b54-0e7c-4004-a849-74c9d5827e2d,SouthAfrica,16.9,6.46,1.25,1630.65,Single-family residential,24.4,,1300.5,96.51,,,Middelburg,,,
1733,2ffacbac-0d46-4e4b-9c13-ca8ed4b652e2,SouthAfrica,215.1,112.42,21.81,29943.58,Single-family residential,24.98,4.12,1373,139.21,,,Middelburg,,,
1734,52aa11ec-b9ba-42aa-8e65-36dd373a957b,SouthAfrica,138.12,87.17,16.91,23644.8,Single-family residential,22.75,4.18,1398.17,171.2,,,Middelburg,,,
1735,f74a1735-ba0b-4186-8286-66abe183d104,SouthAfrica,35.44,18.49,3.59,5172.92,Single-family residential,22.1,2.86,1441.93,145.96,,,Middelburg,,,
1736,2dcc3f9e-6c20-4d39-9837-13a892599c8e,SouthAfrica,13.95,5.46,1.06,1607.63,Single-family residential,20.56,,1519,115.25,,,Middelburg,,,
1737,17ada833-1a83-4118-9a56-aaaf70532134,SouthAfrica,31.31,14.82,2.88,4787.47,Single-family residential,21.82,,1665,152.89,,,Middelburg,,,
1738,026dc3e0-ec28-4f17-9b50-70aa72035ac4,SouthAfrica,24.65,11.69,2.27,3970.12,Single-family residential,20.91,,1750,161.04,,,Middelburg,,,
1739,96d5ccdb-0acc-4530-9e9e-68098d99a258,SouthAfrica,17.8,5.8,1.12,1968.27,Single-family residential,22.52,2.06,1750,110.59,,,Middelburg,,,
1740,2e006fb9-798e-425f-8009-d2ef8a40853e,SouthAfrica,53.5,28.62,5.55,9467.07,Commercial,27.27,2.41,1705.11,176.95,,,Middelburg,,,
