OBJECTID,uuid,City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor,Estimated_Installation_Efficiency,Unit_installation_price,Date_added,aoi,Roof_quality,solar_panels,Comment
6055,8ae0e1a8-aa28-4693-b0c0-4d5b265236f1,SouthAfrica,16.51,5.03,0.98,1497.72,Single-family residential,21.01,,1535.6,90.69,,,Middelburg,,,
6056,bc506e8a-6d9c-4930-b018-b95dac980d35,SouthAfrica,38.94,19.41,3.77,4862.09,Single-family residential,22.28,3.2,1291,124.86,,,Middelburg,,,
6057,2b29cfc7-5fad-46be-8e74-c56bc2601b67,SouthAfrica,95.44,51.9,10.07,15253.82,Single-family residential,18.15,3.15,1514.94,159.83,,,Middelburg,,,
6058,61a3ed56-7383-4211-ba95-abaa06e6e331,SouthAfrica,15.2,5.95,1.15,1586.1,Single-family residential,23.01,,1374,104.36,,,Middelburg,,,
6059,41f3e31a-2ca2-467d-8b1e-bbc8d9c360d9,SouthAfrica,74.34,32.68,6.34,7423.89,Single-family residential,33.76,2.66,1170.98,99.87,,,Middelburg,,,
6060,ae244b74-06a3-471f-a9e2-06e501fe2713,SouthAfrica,25.75,12.65,2.45,3619.04,Single-family residential,19.76,,1475,140.55,,,Middelburg,,,
6061,e72b2701-2b29-495b-9616-da7154581de5,SouthAfrica,49.98,27.19,5.27,6398.02,Single-family residential,23.36,,1213,128,,,Middelburg,,,
6062,3ee121c5-ca97-4f94-87a9-b2d8663b086b,SouthAfrica,56.1,31.36,6.08,9537.98,Single-family residential,22.9,3.53,1567.9,170.03,,,Middelburg,,,
6063,1553cb88-b554-460b-ab34-b6e6d0667502,SouthAfrica,26.71,12.28,2.38,3004.45,Single-family residential,23.1,2.97,1261.28,112.49,,,Middelburg,,,
6064,469c7e2d-cb98-4e90-9649-093a832fce37,SouthAfrica,16.08,6.63,1.29,2151.53,Single-family residential,20.98,2.35,1671.6,133.83,,,Middelburg,,,
6065,84ed7c8e-01cf-4d13-b3fb-fac4080a0de3,SouthAfrica,30.85,15.53,3.01,3677.52,Single-family residential,23.99,,1221,119.2,,,Middelburg,,,
6066,58d22405-25f5-4b53-a831-68ef7bde328f,SouthAfrica,81.52,45.16,8.76,13659.05,Single-family residential,19.27,,1559.04,167.56,,,Middelburg,,,
6067,1de5504f-ed63-41c4-ba24-de257e0949e1,SouthAfrica,6.38,0,0,0,Single-family residential,0,,,0,,,Middelburg,,,
6068,257d6815-8c31-474f-8e3a-0b5cd04e6cd9,SouthAfrica,43.24,23.78,4.62,6229.77,Single-family residential,29.06,,1349,144.08,,,Middelburg,,,
6069,4bc418f0-5865-444a-adf6-4a0c78e3c9b4,SouthAfrica,114.85,65.92,12.77,17728.59,Single-family residential,24.22,2.96,1387.77,154.37,,,Middelburg,,,
6070,23086af8-479f-413a-9c07-989ea6f97039,SouthAfrica,29.76,13.28,2.58,4059.47,Single-family residential,24.94,,1575.83,136.39,,,Middelburg,,,
6071,47696645-ce24-45c1-8f30-358e8146bf75,SouthAfrica,15.75,6.56,1.27,2158.27,Single-family residential,20.21,,1695.25,137.03,,,Middelburg,,,
6072,019d5602-4ff6-416d-967d-2d68044384a9,SouthAfrica,12.74,4.92,0.95,1428.96,Single-family residential,17.21,,1498,112.19,,,Middelburg,,,
6073,8a65024f-d4b5-4ce8-8b74-83805a2e1323,SouthAfrica,17.35,2.52,0.49,823.55,Single-family residential,20.92,2.2,1683,47.46,,,Middelburg,,,
6074,ef48a8b9-4a74-4b5e-a7b0-323bc55c10ed,SouthAfrica,34.88,17.28,3.35,5331.61,Single-family residential,22.56,2.7,1590.2,152.88,,,Middelburg,,,
6075,2336be6b-0289-44d5-b9a5-951e8c49e1a4,SouthAfrica,13.54,5.32,1.03,1631.85,Single-family residential,24.07,,1581,120.53,,,Middelburg,,,
6076,7b6c9db7-f1d2-478d-93fd-dabaab5681b5,SouthAfrica,29.17,12.31,2.39,3720.37,Single-family residential,18.37,2.32,1556.08,127.52,,,Middelburg,,,
6077,0379d938-9330-401e-b8e8-ef56143cacab,SouthAfrica,13.04,5.09,0.99,1641.07,Single-family residential,15.21,,1663,125.89,,,Middelburg,,,
6078,2d1f4dd0-2921-42a3-acc2-e18d1bc66f33,SouthAfrica,19.07,7,1.36,2374.66,Single-family residential,22.06,,1748,124.51,,,Middelburg,,,
6079,92920a9c-6dec-4486-97a9-445ff7064581,SouthAfrica,32.03,13.98,2.71,3420.19,Single-family residential,22.22,,1261.28,106.77,,,Middelburg,,,
6080,3041f072-2389-4bf1-9213-47c9a8b5b365,SouthAfrica,33.13,16.95,3.29,4811.65,Single-family residential,20.59,2.06,1462.93,145.26,,,Middelburg,,,
6081,93a6f1de-003d-4558-be7d-b6cb5cd09cda,SouthAfrica,250.77,144.87,28.11,40889.66,Single-family residential,25.98,3.43,1454.89,163.06,,,Middelburg,,,
6082,577fec4c-8ea8-4217-9354-dc6eeca92402,SouthAfrica,21.49,8.3,1.61,2788.72,Single-family residential,22.5,2.29,1732,129.75,,,Middelburg,,,
6083,1560c143-ae69-4da6-bfd4-f11f972140a5,SouthAfrica,231.6,128.98,25.02,35537.06,Single-family residential,21.21,3.95,1420.18,153.44,,,Middelburg,,,
6084,3486f65c-39b6-4954-8ac9-435af7c8facf,SouthAfrica,24.87,11.61,2.25,2714.14,Single-family residential,22.39,2.87,1205,109.14,,,Middelburg,,,
6085,65eed295-88a7-4cce-99c7-29ee29665e18,SouthAfrica,82.09,38.21,7.42,11828.76,Single-family residential,28.44,2.53,1594.1,144.09,,,Middelburg,,,
6086,be106992-31ff-438e-b21e-106285d27844,SouthAfrica,38.86,20.17,3.91,5814.71,Single-family residential,18.28,,1485.9,149.65,,,Middelburg,,,
6087,34b79d63-8d9b-483c-bf33-ae90024953a7,SouthAfrica,47.79,16.85,3.27,5289.95,Single-family residential,21.69,3.25,1618,110.69,,,Middelburg,,,
6088,51f6dbfc-f125-4ef7-ba84-a51800cddf2d,SouthAfrica,17.38,7.46,1.45,2272.7,Single-family residential,18.7,,1572.44,130.8,,,Middelburg,,,
6089,1b05648c-40f9-40d5-a2c3-85a5309b4283,SouthAfrica,70.17,39.89,7.74,12136.94,Single-family residential,23.36,,1568.36,172.97,,,Middelburg,,,
6090,f69ffc5c-fb70-4caf-a869-e6c7e63c10ec,SouthAfrica,24.61,0,0,0,Single-family residential,26.67,2.34,,0,,,Middelburg,,,
6091,4559d41f-6f7d-4774-89b3-418d61670d38,SouthAfrica,87.88,42.77,8.3,12317.33,Single-family residential,24.39,2.53,1484.5,140.16,,,Middelburg,,,
6092,e2defea4-eac1-4414-bf0f-fe151cdde222,SouthAfrica,21.24,7.04,1.37,1929.51,Single-family residential,21.84,,1412,90.84,,,Middelburg,,,
6093,361c8ff2-c015-4794-b1d7-9b5a475a47d8,SouthAfrica,36.46,18.99,3.68,6335.63,Single-family residential,31.75,,1720,173.76,,,Middelburg,,,
6094,5fa36fdf-d107-4210-b8b5-5311f53d3e05,SouthAfrica,8.7,2.81,0.54,786.1,Single-family residential,26.36,,1442.93,90.32,,,Middelburg,,,
6095,fce9a41b-7184-41a1-8c6b-d4966b21212a,SouthAfrica,10.5,0,0,0,Single-family residential,19.66,,,0,,,Middelburg,,,
6096,cdd875aa-e95d-43c2-b4ae-1ec3df7ffddb,SouthAfrica,7.1,0,0,0,Single-family residential,0,,,0,,,Middelburg,,,
6097,f490f907-5dee-4402-bf2a-32d2c9e6133b,SouthAfrica,17.94,7.84,1.52,2565.31,Single-family residential,24.07,,1686,142.97,,,Middelburg,,,
6098,85aee430-9c84-4ec8-9148-ffb4e06a8ee7,SouthAfrica,15.68,5.38,1.04,1783.09,Single-family residential,16.71,,1707.33,113.71,,,Middelburg,,,
6099,cddab117-b61d-4e56-b6e1-2a152f54adb8,SouthAfrica,25.16,11.46,2.22,2713.97,Single-family residential,24.83,,1221,107.88,,,Middelburg,,,
6100,cc768129-e609-4153-98f9-304ffa34c17c,SouthAfrica,37.66,19.71,3.82,5398.95,Single-family residential,23.62,,1412,143.37,,,Middelburg,,,
6101,c6d8abdb-0a14-4905-9e5a-b753a9fe9fcd,SouthAfrica,15.11,6.16,1.2,1441.04,Single-family residential,20.34,,1205,95.4,,,Middelburg,,,
6102,2b299c73-3065-40a5-9fe5-2a40f038b6cf,SouthAfrica,13.44,5.29,1.03,1748.98,Single-family residential,19.43,,1704,130.12,,,Middelburg,,,
6103,5859b68a-d2a7-405a-bb42-fa5f9da2fd84,SouthAfrica,41.5,20.33,3.94,6638.71,Single-family residential,22.47,,1683,159.97,,,Middelburg,,,
6104,badf2236-36be-4c1b-a017-ebf2da0967a0,SouthAfrica,81.5,47.53,9.22,15971.7,Single-family residential,21.56,,1732,195.97,,,Middelburg,,,
6105,4e06d3c7-0179-430c-9dbc-248080ce57c1,SouthAfrica,59.26,33.54,6.51,11270.72,Single-family residential,24.49,2.1,1732,190.2,,,Middelburg,,,
6106,4db3c3bb-2746-4eec-8d25-0d060320897f,SouthAfrica,35.44,18.27,3.54,6139.33,Single-family residential,21.58,,1732,173.25,,,Middelburg,,,
6107,a432e755-123a-42d2-b4c7-60787be30fab,SouthAfrica,31.71,4.84,0.94,1305.9,Single-family residential,15.01,2.17,1390,41.18,,,Middelburg,,,
6108,29176346-22b0-4a7c-b21d-5789402838b2,SouthAfrica,53.67,30.38,5.89,9296.17,Single-family residential,23.22,,1577.2,173.23,,,Middelburg,,,
6109,80c32010-0eeb-4552-ae96-4c615f0da24a,SouthAfrica,54.54,20.82,4.04,6376.83,Single-family residential,20.75,2.05,1578.57,116.92,,,Middelburg,,,
6110,57e492c5-6d14-4204-8817-ae842f44aff4,SouthAfrica,107.3,60.91,11.82,16260.11,Single-family residential,24.4,,1375.94,151.54,,,Middelburg,,,
6111,cc3152f0-f619-4353-b760-f0069d965b14,SouthAfrica,11.63,4.2,0.81,1221.46,Single-family residential,29.16,,1499.75,105.07,,,Middelburg,,,
6112,a4618e1d-6d20-4866-8d89-a05a699ed78a,SouthAfrica,151.56,92.24,17.91,25061.29,Single-family residential,21.24,2.51,1399.06,165.35,,,Middelburg,,,
6113,dc92a325-e13c-406b-bc67-e0d4e4b4bf10,SouthAfrica,22.5,8.64,1.68,2812.41,Single-family residential,20.33,2.5,1678.5,125.02,,,Middelburg,,,
6114,f082f5ef-a068-4c87-a0d3-17abeb21fcff,SouthAfrica,11.06,3.97,0.77,1165.39,Single-family residential,27.24,,1512.07,105.38,,,Middelburg,,,
6115,90b5bdb6-0126-47f7-b315-685b9ebf948b,SouthAfrica,11.91,4.3,0.84,1341.28,Single-family residential,15.36,,1606,112.58,,,Middelburg,,,
6116,fb94c63b-c680-4830-a7ea-524e1214d01e,SouthAfrica,26.69,12.69,2.46,3892.49,Single-family residential,20.41,,1580.84,145.82,,,Middelburg,,,
6117,ec061877-6dcd-43bb-b4c9-91b788e8d3b8,SouthAfrica,45,24.65,4.78,6033.94,Single-family residential,30.03,,1262,134.09,,,Middelburg,,,
6118,74d4c748-0610-462c-aa70-e55081b5bda2,SouthAfrica,32.33,15.28,2.96,4585.05,Single-family residential,19.85,3.01,1546.4,141.81,,,Middelburg,,,
6119,b9f64787-d347-4681-a029-f954afce3572,SouthAfrica,18.91,8.37,1.62,2837.73,Single-family residential,21.6,2.53,1748,150.04,,,Middelburg,,,
6120,cbf6e473-37e8-47fc-99d7-cd94ac97a173,SouthAfrica,12.08,4.16,0.81,1306.29,Single-family residential,17.09,,1617.5,108.1,,,Middelburg,,,
6121,1faded91-5b80-43de-8f7c-f469ab7eb0fc,SouthAfrica,19.13,6.75,1.31,2266.49,Single-family residential,20.44,2.08,1732,118.51,,,Middelburg,,,
6122,a57479d8-dcfb-4547-b5cb-e02d23e74546,SouthAfrica,43.65,20.07,3.89,5250.36,Single-family residential,26.4,2.22,1348.16,120.29,,,Middelburg,,,
6123,25ee6127-58c2-4a2e-b0ad-440ec0343935,SouthAfrica,40.07,21.77,4.22,6050.06,Single-family residential,25.42,2.01,1434.19,150.97,,,Middelburg,,,
6124,43756317-e5a7-4d0f-bac4-74ad456c1ffd,SouthAfrica,271.77,144.67,28.09,42837.59,Single-family residential,22.23,3.71,1524.78,157.63,,,Middelburg,,,
6125,363283d5-140a-4bb5-91dd-c2b294777045,SouthAfrica,64.97,34.78,6.74,9015.11,Single-family residential,24.93,,1337.39,138.75,,,Middelburg,,,
6126,28f08141-7aca-459b-aaa6-756cd9a16443,SouthAfrica,47.86,25.18,4.88,6896.37,Single-family residential,20.81,2.19,1412,144.11,,,Middelburg,,,
6127,ce461611-2de0-4c80-9fcb-05899586ee42,SouthAfrica,140.41,35.74,6.93,9860.09,Single-family residential,26.71,,1423.67,70.22,,,Middelburg,,,
6128,4de0d387-06ab-430f-aa30-90cd1a094155,SouthAfrica,39.83,21.08,4.09,5374.97,Single-family residential,25.4,,1314.34,134.94,,,Middelburg,,,
6129,e9eeff43-6bf8-478b-ba6b-8b2df627518f,SouthAfrica,122.36,75.43,14.63,23837.4,Single-family residential,19.17,2.83,1629,194.82,,,Middelburg,,,
6130,c749836f-223b-4162-a9e6-7af42c56fdc4,SouthAfrica,54.5,28.89,5.61,8698.01,Single-family residential,26.66,2.47,1551.8,159.6,,,Middelburg,,,
6131,67bc13e0-1e5c-41c3-b572-733460a1e39a,SouthAfrica,57.46,32.45,6.3,10126.61,Single-family residential,22.2,,1608.64,176.25,,,Middelburg,,,
6132,6ff2fbf3-dffa-4e33-88f4-c2d865f8bdb1,SouthAfrica,236.65,144.19,28,39699.43,Single-family residential,26.22,3.74,1417.82,167.76,,,Middelburg,,,
6133,99b84713-2942-4b11-b37d-738e62188548,SouthAfrica,25.95,11.89,2.31,3042.74,Single-family residential,21.74,,1319.39,117.25,,,Middelburg,,,
6134,6374fc49-ad2a-488c-b08c-e9778ff82c57,SouthAfrica,57.58,26.05,5.06,7891.53,Single-family residential,25.48,2.5,1559.71,137.04,,,Middelburg,,,
6135,85d8f3ae-1be6-483b-bd06-b8c21e03f174,SouthAfrica,20.44,7.8,1.51,1826.01,Single-family residential,20.12,2.39,1206,89.32,,,Middelburg,,,
6136,c156d234-4158-45c9-b126-6c73f5aeaaf2,SouthAfrica,9.71,3.19,0.62,1058.42,Single-family residential,19.1,,1710.67,109,,,Middelburg,,,
6137,799d63f6-d8a7-4aaa-bf0f-e83b791029b0,SouthAfrica,14.37,5.74,1.11,1767,Single-family residential,15.85,2.37,1587,122.97,,,Middelburg,,,
6138,6001b56c-0d9b-4440-ba32-a009a3645d8a,SouthAfrica,87.37,45.79,8.88,10703.63,Single-family residential,21.65,2.36,1205,122.5,,,Middelburg,,,
6139,2177a833-a136-40fc-af50-c68723e11dd2,SouthAfrica,38.28,19.14,3.71,5890.39,Single-family residential,18.84,2.5,1586.61,153.89,,,Middelburg,,,
6140,9f77ec36-ad05-4355-80b2-0a47da5f9649,SouthAfrica,32.9,16.14,3.13,4950.79,Single-family residential,21.97,2.19,1581,150.46,,,Middelburg,,,
6141,9818fd5f-8bb3-48f1-9a51-1a0c2de50fcd,SouthAfrica,35.97,15.8,3.07,3694.54,Single-family residential,22.24,2.35,1205,102.72,,,Middelburg,,,
6142,53ad0448-b495-4fdf-b39f-5bd54d517dd1,SouthAfrica,52.36,16.81,3.26,5034.98,Single-family residential,23.2,,1543.7,96.17,,,Middelburg,,,
6143,b728a806-8681-4153-b823-52c2118bbf21,SouthAfrica,37.25,19.48,3.78,5396.07,Single-family residential,28.91,,1427.96,144.86,,,Middelburg,,,
6144,1dacc06c-915f-476d-998c-c38352ba2742,SouthAfrica,14.17,5.22,1.01,1287.72,Single-family residential,24.68,,1272.6,90.89,,,Middelburg,,,
6145,f16c79dc-7cc6-4aa5-8cb2-eb32e84f65c4,SouthAfrica,163.1,77.78,15.09,23492.63,Single-family residential,25.22,3.37,1556.97,144.04,,,Middelburg,,,
6146,27b1d933-ff81-48fb-9b90-0b084f7b5818,SouthAfrica,12.08,4.59,0.89,1316.13,Single-family residential,22.22,,1477.2,108.95,,,Middelburg,,,
6147,4aff0cf3-fea3-4c75-aee6-293d8ce13526,SouthAfrica,17.84,4.05,0.79,1345.88,Single-family residential,20.13,,1711.5,75.45,,,Middelburg,,,
6148,3c5cb0de-278f-434d-b84d-8bf82652f898,SouthAfrica,182.56,109.43,21.23,32385.65,Single-family residential,25.45,3.48,1525.52,177.4,,,Middelburg,,,
6149,556ade9b-bb19-416f-a058-82f3bd55dbaa,SouthAfrica,142.11,82.36,15.98,21985.44,Single-family residential,23.31,2.2,1376,154.71,,,Middelburg,,,
6150,a4c7b588-5ee2-44eb-93d2-6773717c7dd9,SouthAfrica,38.55,16.33,3.17,4968.18,Single-family residential,19.23,2.01,1568.69,128.89,,,Middelburg,,,
6151,f2ee3a44-f8b2-4571-b78f-f465c5e3ef5c,SouthAfrica,36.09,18.78,3.64,5446.78,Single-family residential,23.47,2.19,1496.46,150.91,,,Middelburg,,,
6152,85ce5f90-411a-452a-876d-816d55e279cc,SouthAfrica,15.34,6.35,1.23,2002.24,Single-family residential,20.86,2.08,1624.6,130.52,,,Middelburg,,,
6153,31a7d40b-9f31-4420-a2a6-fcb51b3a01e7,SouthAfrica,13.18,4.4,0.85,1214.67,Single-family residential,22.7,,1423,92.18,,,Middelburg,,,
6154,d383b34a-0c71-40f3-8004-f4baf504e236,SouthAfrica,30.42,15.45,3,4642.66,Single-family residential,24.71,,1549.4,152.6,,,Middelburg,,,
6155,146e8e7e-3ef6-4342-a32e-8e8364f7b3a6,SouthAfrica,18.24,6.49,1.26,2052.68,Single-family residential,22.94,2.48,1630.25,112.54,,,Middelburg,,,
6156,75af28aa-4443-40fb-a439-323d8d770bc1,SouthAfrica,63.39,37.08,7.19,12177.8,Single-family residential,26.74,,1692.93,192.11,,,Middelburg,,,
6157,5343e6a0-b0b4-4337-96c5-79a4b66bb733,SouthAfrica,67.26,36.27,7.03,9519.19,Single-family residential,29.46,,1354.09,141.54,,,Middelburg,,,
6158,a29edf2a-3d34-4049-b1ed-5cccd3454acc,SouthAfrica,23.34,10.99,2.13,2568.33,Single-family residential,24.81,,1205,110.03,,,Middelburg,,,
6159,357c7481-5c0b-461f-9fac-712db5f79f1b,SouthAfrica,10.13,0,0,0,Single-family residential,22.55,,,0,,,Middelburg,,,
6160,3541e6f2-71bb-4c24-af7d-14325e21a9ef,SouthAfrica,11.88,3.59,0.7,1157.63,Single-family residential,16.28,,1660,97.42,,,Middelburg,,,
6161,cb475878-a81f-4c22-a023-1d8bae81004e,SouthAfrica,23.75,9.55,1.85,2775.57,Single-family residential,23.93,,1498.54,116.87,,,Middelburg,,,
6162,125d2164-9d31-466d-86cd-95f7eb430f0a,SouthAfrica,32.96,10.32,2,2826.74,Single-family residential,21.69,2.14,1412,85.77,,,Middelburg,,,
6163,59c51097-43b4-4f8b-8640-f3738ac69c2e,SouthAfrica,56.53,31.53,6.12,8404.6,Single-family residential,22.1,,1374,148.67,,,Middelburg,,,
6164,87c28300-15d1-42cc-b69f-051b5e44dbb6,SouthAfrica,149.5,89.25,17.32,27552.33,Single-family residential,22.31,3.68,1591.22,184.3,,,Middelburg,,,
6165,71b54e86-f7d5-4138-b05c-260771e0dfc4,SouthAfrica,22.99,10.07,1.95,2834.6,Single-family residential,20.52,,1451.63,123.31,,,Middelburg,,,
6166,d433cbf7-d3a0-4f18-a276-8b4995d65605,SouthAfrica,28.79,13.22,2.56,4446.27,Single-family residential,29.77,,1734,154.42,,,Middelburg,,,
6167,26ac8ae1-8bd6-4911-be1e-fe7faa783dad,SouthAfrica,87.19,47.88,9.29,15633.78,Single-family residential,20.49,2.44,1683,179.31,,,Middelburg,,,
6168,adf3ec5d-74b2-4030-be65-ff655211a9a9,SouthAfrica,36.71,12.86,2.5,4198.73,Single-family residential,20.25,2.2,1681.72,114.38,,,Middelburg,,,
6169,cbd3e72d-77db-4ed8-be40-01f038bc94ce,SouthAfrica,82.22,44.53,8.64,14962.31,Single-family residential,23.56,2.22,1732,181.99,,,Middelburg,,,
6170,fb740f3e-9a99-4c42-ba7e-d03e13df7d53,SouthAfrica,38.37,15.93,3.09,4895.98,Single-family residential,27.69,,1584.19,127.61,,,Middelburg,,,
6171,e73d0b5b-0237-43a6-8075-7b4e4cf56d9b,SouthAfrica,32.35,15.2,2.95,3837.19,Single-family residential,21.34,,1301.5,118.61,,,Middelburg,,,
6172,181a89ae-b91d-4fb5-bd08-f497b408a157,SouthAfrica,104.6,53.57,10.39,15772.06,Single-family residential,20.98,2.42,1517.62,150.79,,,Middelburg,,,
6173,236136fe-4c29-418d-ab83-4456ad33074e,SouthAfrica,44.8,24.12,4.68,5670.88,Single-family residential,25,,1211.74,126.59,,,Middelburg,,,
6174,27d1fe7d-08f2-449e-b7e1-9ac673f6fd57,SouthAfrica,16.2,6.77,1.31,1604.17,Single-family residential,21.83,,1221,99.04,,,Middelburg,,,
6175,23eb10e6-49f4-4315-b1f8-a504410b14a4,SouthAfrica,35.75,18.14,3.52,5574.62,Single-family residential,20.84,2.72,1584.4,155.93,,,Middelburg,,,
6176,a7aa89af-b9cc-443c-b48e-5a5d971162c4,SouthAfrica,15.69,6.2,1.2,1970.13,Single-family residential,29.05,,1639.11,125.55,,,Middelburg,,,
6177,0d8ab213-0717-4245-90b1-9a44c506281e,SouthAfrica,51.43,28.51,5.53,6764.93,Single-family residential,25.46,,1223,131.54,,,Middelburg,,,
6178,3be12cb4-31af-4ddc-9740-ec48197c0a86,SouthAfrica,50.38,23.86,4.63,7150.4,Single-family residential,24.1,3,1543.03,141.94,,,Middelburg,,,
6179,29292c0b-6505-4e89-b4b2-9defc0e43a6c,SouthAfrica,55.7,31.43,6.1,8734.28,Single-family residential,20.12,,1430.87,156.82,,,Middelburg,,,
6180,54a16d4f-9bb4-4dd6-8078-77bc5422b381,SouthAfrica,33.35,17.48,3.39,4775.86,Single-family residential,28.27,,1408.63,143.21,,,Middelburg,,,
6181,0c8dafa0-a473-4e1b-b152-8f2083edd37d,SouthAfrica,31.78,13.24,2.57,4177.38,Single-family residential,19.3,2,1626.75,131.46,,,Middelburg,,,
6182,9ce1f05a-f4f2-4402-b81c-b6fdbcf653b5,SouthAfrica,17.46,6.95,1.35,2234.96,Single-family residential,17.12,,1657.3,128.04,,,Middelburg,,,
6183,d0aa3e06-430d-49a1-a769-ab421d3f121a,SouthAfrica,30.42,13.84,2.69,3257.68,Single-family residential,22.07,2.14,1213.09,107.09,,,Middelburg,,,
6184,8337da7a-8ee8-444a-93ea-f491ed4660a4,SouthAfrica,18.4,8.01,1.55,2207.33,Single-family residential,20.63,,1420.5,119.95,,,Middelburg,,,
6185,7c501d52-32e9-4b0c-a361-29c8c43a71fd,SouthAfrica,39.51,20.37,3.95,6388.54,Single-family residential,19.8,2.44,1615.36,161.7,,,Middelburg,,,
6186,b44d58dc-6a77-44b5-b1b0-e83492d9bc84,SouthAfrica,66.34,35.59,6.9,12010.28,Single-family residential,21.44,,1739.66,181.04,,,Middelburg,,,
6187,9108a789-a1b3-46ee-a5f7-cb7a9041a3e5,SouthAfrica,99.59,59.02,11.44,18176.33,Single-family residential,20.7,2.28,1589.08,182.51,,,Middelburg,,,
6188,f60d81d0-2f5f-4e4a-8181-9dd3c1e2e3fb,SouthAfrica,25.57,9.11,1.77,2678.03,Single-family residential,19.94,2.59,1515.6,104.72,,,Middelburg,,,
6189,2c72dfa1-8bfe-4fa9-8aa1-c87551b15f33,SouthAfrica,41.75,21.21,4.12,5765.24,Single-family residential,20.56,2.62,1400.92,138.1,,,Middelburg,,,
6190,91315a6a-ce9e-454c-9607-ce043fd6c8fa,SouthAfrica,28.98,14.31,2.78,4442.56,Single-family residential,25.12,,1600,153.29,,,Middelburg,,,
6191,0f0e4f2a-6497-4886-b980-edca50bb3160,SouthAfrica,31.73,15.92,3.09,4723.42,Single-family residential,35.02,,1529,148.88,,,Middelburg,,,
6192,8d9b2467-ba01-42ba-b2e9-c094516eeb7e,SouthAfrica,60.79,31.36,6.08,9949.21,Single-family residential,22.58,2.41,1635.36,163.67,,,Middelburg,,,
6193,30bd70c4-7e68-444c-9bde-e54f56c95376,SouthAfrica,37.79,19.63,3.81,5892.92,Single-family residential,26.63,2.21,1547.3,155.94,,,Middelburg,,,
6194,754a0d7e-5457-43a7-8517-b7e0a757af18,SouthAfrica,63.69,23.1,4.48,5843.95,Commercial,21.04,3.24,1304.09,91.76,,,Middelburg,,,
6195,32009052-71be-4b76-ba3f-6931a8d5f0f1,SouthAfrica,42.29,20.78,4.03,5240.76,Single-family residential,20.46,3.26,1299.98,123.92,,,Middelburg,,,
6196,516dce50-511b-4e19-b51d-0d3f850cec12,SouthAfrica,58.65,31.95,6.2,10355.17,Single-family residential,24.75,2.92,1670.69,176.55,,,Middelburg,,,
6197,2c7c6f12-f5b0-450e-8afa-81d79bdd0fd4,SouthAfrica,43.38,21.5,4.17,6395.95,Single-family residential,21.3,2.13,1535.24,147.45,,,Middelburg,,,
6198,02f777af-de64-4fe8-b3a4-c699e8234a31,SouthAfrica,41.84,14.72,2.86,4621.47,Single-family residential,24.9,3.34,1618,110.45,,,Middelburg,,,
6199,ef13944c-5bbc-43a5-8f35-356e73cdd789,SouthAfrica,10.79,3.78,0.73,1028.16,Single-family residential,22.36,2.26,1400.5,95.3,,,Middelburg,,,
6200,803ead14-9c0f-41c0-85cb-73f477d5f993,SouthAfrica,72.66,31.18,6.05,8569.39,Single-family residential,27.56,2.59,1416.88,117.94,,,Middelburg,,,
6201,c53508f7-009d-4c42-9cc4-9d91d35c966d,SouthAfrica,123.48,72.63,14.09,20008.65,Single-family residential,19.34,3,1420.09,162.04,,,Middelburg,,,
6202,b0dac172-7fdd-42f0-9807-999e42cf6650,SouthAfrica,8.02,2.52,0.49,588.14,Single-family residential,22.36,,1205,73.36,,,Middelburg,,,
6203,1312cfd5-508c-4feb-8f8f-44e745cf7624,SouthAfrica,133.78,50.08,9.72,13434.39,Single-family residential,26.86,2,1382.64,100.42,,,Middelburg,,,
6204,d2825cef-8848-488b-a512-f60f2225361b,SouthAfrica,24.27,11.48,2.23,3742.59,Single-family residential,19.25,2.09,1680,154.22,,,Middelburg,,,
6205,d0fdd807-756a-48dc-a7cb-c328f1585b42,SouthAfrica,11.45,4.17,0.81,974.21,Single-family residential,21.87,,1205,85.11,,,Middelburg,,,
6206,fd361eda-0e0f-4971-a5d5-3c441bd8e262,SouthAfrica,52.99,28.41,5.51,8376.64,Single-family residential,21.88,,1521.36,158.07,,,Middelburg,,,
6207,9f8cf43f-9392-465a-a762-124a87caf463,SouthAfrica,39.85,14.27,2.77,3909.89,Single-family residential,23.91,,1412,98.12,,,Middelburg,,,
6208,b413bc1b-51ef-45bd-857e-0690b6358540,SouthAfrica,40.22,20.37,3.95,6021.55,Single-family residential,24.71,2.28,1523.56,149.72,,,Middelburg,,,
6209,d3401c66-ceeb-4149-9d36-5b730218e49f,SouthAfrica,63.25,36.11,7.01,11792.35,Single-family residential,24.19,,1683.38,186.45,,,Middelburg,,,
6210,1293f5db-ea45-476f-82f4-86e64140feba,SouthAfrica,28.78,14.09,2.73,4580.35,Single-family residential,20.8,,1675.21,159.15,,,Middelburg,,,
6211,e4518c94-c730-4acd-a10d-ad2a11be105c,SouthAfrica,71.16,37.71,7.32,11168.22,Single-family residential,18.07,2.26,1525.26,156.95,,,Middelburg,,,
6212,02c940c4-0417-466c-9bc1-4b2cf56624cb,SouthAfrica,50.71,25.2,4.89,6725.98,Single-family residential,24.86,2.02,1376,132.65,,,Middelburg,,,
6213,9083f4eb-b8fa-4294-b9b7-4d95f556baf4,SouthAfrica,190.08,121.78,23.63,34234.93,Single-family residential,21,3.18,1449.03,180.11,,,Middelburg,,,
